Comunidades y Ciudades Autónomas de destino;País de residencia;Periodo;Total
Cantabria;Emiratos Árabes Unidos;2024T1;1.206,68
Cantabria;Emiratos Árabes Unidos;2023T4;.
Cantabria;Emiratos Árabes Unidos;2023T3;767,02
Cantabria;Emiratos Árabes Unidos;2023T2;843,10
Cantabria;Emiratos Árabes Unidos;2023T1;.
Cantabria;Emiratos Árabes Unidos;2022T4;1.520,50
Cantabria;Emiratos Árabes Unidos;2022T3;799,83
Cantabria;Emiratos Árabes Unidos;2022T2;873,43
Cantabria;Emiratos Árabes Unidos;2022T1;1.173,79
Cantabria;Emiratos Árabes Unidos;2021T4;.
Cantabria;Emiratos Árabes Unidos;2021T3;702,42
Cantabria;Emiratos Árabes Unidos;2021T2;1.332,70
Cantabria;Emiratos Árabes Unidos;2021T1;.
Cantabria;Emiratos Árabes Unidos;2020T4;863,52
Cantabria;Emiratos Árabes Unidos;2020T3;701,63
Cantabria;Emiratos Árabes Unidos;2020T2;.
Cantabria;Emiratos Árabes Unidos;2020T1;.
Cantabria;Emiratos Árabes Unidos;2019T4;589,90
Cantabria;Emiratos Árabes Unidos;2019T3;611,68
Cantabria;Emiratos Árabes Unidos;2019T2;604,40
Cantabria;Emiratos Árabes Unidos;2019T1;213,32
Cantabria;Emiratos Árabes Unidos;2018T4;690,48
Cantabria;Emiratos Árabes Unidos;2018T3;521,69
Cantabria;Emiratos Árabes Unidos;2018T2;691,87
Cantabria;Emiratos Árabes Unidos;2018T1;718,64
Cantabria;Japón;2025T2;399,67
Cantabria;Japón;2025T1;787,39
Cantabria;Japón;2024T4;812,34
Cantabria;Japón;2024T3;555,66
Cantabria;Japón;2024T2;376,28
Cantabria;Japón;2024T1;541,13
Cantabria;Japón;2023T4;1.086,02
Cantabria;Japón;2023T3;335,86
Cantabria;Japón;2023T2;373,41
Cantabria;Japón;2023T1;540,08
Cantabria;Japón;2022T4;.
Cantabria;Japón;2022T3;289,01
Cantabria;Japón;2022T2;.
Cantabria;Japón;2022T1;816,38
Cantabria;Japón;2021T4;709,14
Cantabria;Japón;2021T3;347,25
Cantabria;Japón;2021T2;.
Cantabria;Japón;2021T1;.
Cantabria;Japón;2020T4;.
Cantabria;Japón;2020T3;470,55
Cantabria;Japón;2020T2;.
Cantabria;Japón;2020T1;526,35
Cantabria;Japón;2019T4;395,60
Cantabria;Japón;2019T3;342,22
Cantabria;Japón;2019T2;332,04
Cantabria;Japón;2019T1;438,68
Cantabria;Japón;2018T4;502,72
Cantabria;Japón;2018T3;380,99
Cantabria;Japón;2018T2;328,39
Cantabria;Japón;2018T1;496,12
Cantabria;Turquía;2025T2;318,48
Cantabria;Turquía;2025T1;655,90
Cantabria;Turquía;2024T4;1.004,49
Cantabria;Turquía;2024T3;.
Cantabria;Turquía;2024T2;.
Cantabria;Turquía;2024T1;652,68
Cantabria;Turquía;2023T4;.
Cantabria;Turquía;2023T3;622,03
Cantabria;Turquía;2023T2;.
Cantabria;Turquía;2023T1;893,27
Cantabria;Turquía;2022T4;.
Cantabria;Turquía;2022T3;.
Cantabria;Turquía;2022T2;878,64
Cantabria;Turquía;2022T1;860,83
Cantabria;Turquía;2021T4;714,29
Cantabria;Turquía;2021T3;475,91
Cantabria;Turquía;2021T2;971,70
Cantabria;Turquía;2021T1;358,38
Cantabria;Turquía;2020T4;.
Cantabria;Turquía;2020T3;.
Cantabria;Turquía;2020T2;.
Cantabria;Turquía;2020T1;637,84
Cantabria;Turquía;2019T4;468,77
Cantabria;Turquía;2019T3;405,61
Cantabria;Turquía;2019T2;307,36
Cantabria;Turquía;2019T1;297,32
Cantabria;Turquía;2018T4;635,34
Cantabria;Turquía;2018T3;415,38
Cantabria;Turquía;2018T2;361,62
Cantabria;Turquía;2018T1;308,59
Cantabria;Resto del mundo;2025T2;391,88
Cantabria;Resto del mundo;2025T1;674,70
Cantabria;Resto del mundo;2024T4;861,78
Cantabria;Resto del mundo;2024T3;534,23
Cantabria;Resto del mundo;2024T2;555,81
Cantabria;Resto del mundo;2024T1;862,41
Cantabria;Resto del mundo;2023T4;1.000,66
Cantabria;Resto del mundo;2023T3;589,78
Cantabria;Resto del mundo;2023T2;543,94
Cantabria;Resto del mundo;2023T1;981,94
Cantabria;Resto del mundo;2022T4;808,70
Cantabria;Resto del mundo;2022T3;578,00
Cantabria;Resto del mundo;2022T2;669,22
Cantabria;Resto del mundo;2022T1;1.038,80
Cantabria;Resto del mundo;2021T4;795,96
Cantabria;Resto del mundo;2021T3;731,99
Cantabria;Resto del mundo;2021T2;1.253,61
Cantabria;Resto del mundo;2021T1;596,41
Cantabria;Resto del mundo;2020T4;986,88
Cantabria;Resto del mundo;2020T3;897,52
Cantabria;Resto del mundo;2020T2;.
Cantabria;Resto del mundo;2020T1;1.246,52
Cantabria;Resto del mundo;2019T4;565,35
Cantabria;Resto del mundo;2019T3;636,63
Cantabria;Resto del mundo;2019T2;591,33
Cantabria;Resto del mundo;2019T1;646,66
Cantabria;Resto del mundo;2018T4;663,67
Cantabria;Resto del mundo;2018T3;541,16
Cantabria;Resto del mundo;2018T2;457,87
Cantabria;Resto del mundo;2018T1;645,19
Castilla y León;Total;2025T2;241,38
Castilla y León;Total;2025T1;279,34
Castilla y León;Total;2024T4;217,14
Castilla y León;Total;2024T3;317,47
Castilla y León;Total;2024T2;316,34
Castilla y León;Total;2024T1;276,64
Castilla y León;Total;2023T4;239,22
Castilla y León;Total;2023T3;258,96
Castilla y León;Total;2023T2;305,86
Castilla y León;Total;2023T1;296,30
Castilla y León;Total;2022T4;211,56
Castilla y León;Total;2022T3;225,43
Castilla y León;Total;2022T2;188,43
Castilla y León;Total;2022T1;181,44
Castilla y León;Total;2021T4;215,89
Castilla y León;Total;2021T3;206,80
Castilla y León;Total;2021T2;161,71
Castilla y León;Total;2021T1;148,56
Castilla y León;Total;2020T4;123,97
Castilla y León;Total;2020T3;154,20
Castilla y León;Total;2020T2;.
Castilla y León;Total;2020T1;215,57
Castilla y León;Total;2019T4;170,45
Castilla y León;Total;2019T3;175,35
Castilla y León;Total;2019T2;195,65
Castilla y León;Total;2019T1;185,67
Castilla y León;Total;2018T4;207,83
Castilla y León;Total;2018T3;184,13
Castilla y León;Total;2018T2;182,57
Castilla y León;Total;2018T1;193,78
Castilla y León;Alemania;2025T2;268,84
Castilla y León;Alemania;2025T1;292,68
Castilla y León;Alemania;2024T4;237,23
Castilla y León;Alemania;2024T3;367,20
Castilla y León;Alemania;2024T2;379,50
Castilla y León;Alemania;2024T1;289,46
Castilla y León;Alemania;2023T4;247,07
Castilla y León;Alemania;2023T3;287,97
Castilla y León;Alemania;2023T2;350,94
Castilla y León;Alemania;2023T1;297,83
Castilla y León;Alemania;2022T4;212,27
Castilla y León;Alemania;2022T3;253,00
Castilla y León;Alemania;2022T2;216,60
Castilla y León;Alemania;2022T1;180,38
Castilla y León;Alemania;2021T4;228,98
Castilla y León;Alemania;2021T3;245,35
Castilla y León;Alemania;2021T2;178,57
Castilla y León;Alemania;2021T1;157,40
Castilla y León;Alemania;2020T4;135,99
Castilla y León;Alemania;2020T3;182,39
Castilla y León;Alemania;2020T2;.
Castilla y León;Alemania;2020T1;256,73
Castilla y León;Alemania;2019T4;208,69
Castilla y León;Alemania;2019T3;236,34
Castilla y León;Alemania;2019T2;273,39
Castilla y León;Alemania;2019T1;232,58
Castilla y León;Alemania;2018T4;253,97
Castilla y León;Alemania;2018T3;247,14
Castilla y León;Alemania;2018T2;254,30
Castilla y León;Alemania;2018T1;251,16
Castilla y León;Andorra;2025T2;318,49
Castilla y León;Andorra;2025T1;.
Castilla y León;Andorra;2024T4;311,60
Castilla y León;Andorra;2024T3;431,15
Castilla y León;Andorra;2024T2;464,74
Castilla y León;Andorra;2024T1;389,24
Castilla y León;Andorra;2023T4;329,71
Castilla y León;Andorra;2023T3;308,87
Castilla y León;Andorra;2023T2;399,51
Castilla y León;Andorra;2023T1;438,01
Castilla y León;Andorra;2022T4;308,81
Castilla y León;Andorra;2022T3;270,26
Castilla y León;Andorra;2022T2;256,12
Castilla y León;Andorra;2022T1;249,94
Castilla y León;Andorra;2021T4;288,06
Castilla y León;Andorra;2021T3;234,29
Castilla y León;Andorra;2021T2;196,02
Castilla y León;Andorra;2021T1;206,78
Castilla y León;Andorra;2020T4;154,02
Castilla y León;Andorra;2020T3;166,30
Castilla y León;Andorra;2020T2;.
Castilla y León;Andorra;2020T1;279,29
Castilla y León;Andorra;2019T4;191,89
Castilla y León;Andorra;2019T3;185,31
Castilla y León;Andorra;2019T2;222,45
Castilla y León;Andorra;2019T1;218,58
Castilla y León;Andorra;2018T4;225,94
Castilla y León;Andorra;2018T3;187,84
Castilla y León;Andorra;2018T2;191,70
Castilla y León;Andorra;2018T1;210,70
Castilla y León;Austria;2025T2;274,91
Castilla y León;Austria;2025T1;262,42
Castilla y León;Austria;2024T4;221,62
Castilla y León;Austria;2024T3;338,05
Castilla y León;Austria;2024T2;384,85
Castilla y León;Austria;2024T1;277,38
Castilla y León;Austria;2023T4;228,20
Castilla y León;Austria;2023T3;254,89
Castilla y León;Austria;2023T2;362,30
Castilla y León;Austria;2023T1;285,19
Castilla y León;Austria;2022T4;226,59
Castilla y León;Austria;2022T3;242,28
Castilla y León;Austria;2022T2;215,42
Castilla y León;Austria;2022T1;171,23
Castilla y León;Austria;2021T4;228,58
Castilla y León;Austria;2021T3;220,51
Castilla y León;Austria;2021T2;155,87
Castilla y León;Austria;2021T1;126,20
Castilla y León;Austria;2020T4;109,48
Castilla y León;Austria;2020T3;153,38
Castilla y León;Austria;2020T2;.
Castilla y León;Austria;2020T1;235,38
Castilla y León;Austria;2019T4;201,46
Castilla y León;Austria;2019T3;235,41
Castilla y León;Austria;2019T2;277,78
Castilla y León;Austria;2019T1;208,73
Castilla y León;Austria;2018T4;248,25
Castilla y León;Austria;2018T3;249,01
Castilla y León;Austria;2018T2;254,74
Castilla y León;Austria;2018T1;228,39
Castilla y León;Bélgica;2025T2;287,92
Castilla y León;Bélgica;2025T1;341,95
Castilla y León;Bélgica;2024T4;243,23
Castilla y León;Bélgica;2024T3;383,26
Castilla y León;Bélgica;2024T2;395,97
Castilla y León;Bélgica;2024T1;318,82
Castilla y León;Bélgica;2023T4;272,66
Castilla y León;Bélgica;2023T3;292,13
Castilla y León;Bélgica;2023T2;368,15
Castilla y León;Bélgica;2023T1;351,23
Castilla y León;Bélgica;2022T4;221,09
Castilla y León;Bélgica;2022T3;251,64
Castilla y León;Bélgica;2022T2;215,72
Castilla y León;Bélgica;2022T1;196,27
Castilla y León;Bélgica;2021T4;210,35
Castilla y León;Bélgica;2021T3;219,37
Castilla y León;Bélgica;2021T2;171,59
Castilla y León;Bélgica;2021T1;150,89
Castilla y León;Bélgica;2020T4;124,64
Castilla y León;Bélgica;2020T3;171,89
Castilla y León;Bélgica;2020T2;.
Castilla y León;Bélgica;2020T1;217,21
Castilla y León;Bélgica;2019T4;175,23
Castilla y León;Bélgica;2019T3;186,46
Castilla y León;Bélgica;2019T2;209,31
Castilla y León;Bélgica;2019T1;185,11
Castilla y León;Bélgica;2018T4;198,95
Castilla y León;Bélgica;2018T3;194,22
Castilla y León;Bélgica;2018T2;193,35
Castilla y León;Bélgica;2018T1;188,37
Castilla y León;Dinamarca;2025T2;227,96
Castilla y León;Dinamarca;2025T1;298,57
Castilla y León;Dinamarca;2024T4;208,06
Castilla y León;Dinamarca;2024T3;293,74
Castilla y León;Dinamarca;2024T2;299,80
Castilla y León;Dinamarca;2024T1;260,25
Castilla y León;Dinamarca;2023T4;201,57
Castilla y León;Dinamarca;2023T3;242,50
Castilla y León;Dinamarca;2023T2;300,05
Castilla y León;Dinamarca;2023T1;319,76
Castilla y León;Dinamarca;2022T4;200,45
Castilla y León;Dinamarca;2022T3;213,92
Castilla y León;Dinamarca;2022T2;171,99
Castilla y León;Dinamarca;2022T1;165,12
Castilla y León;Dinamarca;2021T4;214,07
Castilla y León;Dinamarca;2021T3;216,83
Castilla y León;Dinamarca;2021T2;157,23
Castilla y León;Dinamarca;2021T1;110,75
Castilla y León;Dinamarca;2020T4;140,86
Castilla y León;Dinamarca;2020T3;167,84
Castilla y León;Dinamarca;2020T2;.
Castilla y León;Dinamarca;2020T1;195,24
Castilla y León;Dinamarca;2019T4;174,25
Castilla y León;Dinamarca;2019T3;180,94
Castilla y León;Dinamarca;2019T2;211,90
Castilla y León;Dinamarca;2019T1;179,35
Castilla y León;Dinamarca;2018T4;191,73
Castilla y León;Dinamarca;2018T3;204,66
Castilla y León;Dinamarca;2018T2;186,57
Castilla y León;Dinamarca;2018T1;196,03
Castilla y León;Finlandia;2025T2;189,43
Castilla y León;Finlandia;2025T1;220,31
Castilla y León;Finlandia;2024T4;.
Castilla y León;Finlandia;2024T3;.
Castilla y León;Finlandia;2024T2;257,71
Castilla y León;Finlandia;2024T1;213,18
Castilla y León;Finlandia;2023T4;170,35
Castilla y León;Finlandia;2023T3;197,57
Castilla y León;Finlandia;2023T2;224,76
Castilla y León;Finlandia;2023T1;229,59
Castilla y León;Finlandia;2022T4;142,45
Castilla y León;Finlandia;2022T3;155,19
Castilla y León;Finlandia;2022T2;139,30
Castilla y León;Finlandia;2022T1;133,57
Castilla y León;Finlandia;2021T4;168,09
Castilla y León;Finlandia;2021T3;156,75
Castilla y León;Finlandia;2021T2;135,72
Castilla y León;Finlandia;2021T1;103,79
Castilla y León;Finlandia;2020T4;116,99
Castilla y León;Finlandia;2020T3;105,71
Castilla y León;Finlandia;2020T2;.
Castilla y León;Finlandia;2020T1;165,82
Castilla y León;Finlandia;2019T4;145,17
Castilla y León;Finlandia;2019T3;152,03
Castilla y León;Finlandia;2019T2;166,33
Castilla y León;Finlandia;2019T1;155,40
Castilla y León;Finlandia;2018T4;169,57
Castilla y León;Finlandia;2018T3;153,09
Castilla y León;Finlandia;2018T2;145,37
Castilla y León;Finlandia;2018T1;136,78
Castilla y León;Francia;2025T2;278,42
Castilla y León;Francia;2025T1;330,40
Castilla y León;Francia;2024T4;207,53
Castilla y León;Francia;2024T3;312,39
Castilla y León;Francia;2024T2;281,33
Castilla y León;Francia;2024T1;321,93
Castilla y León;Francia;2023T4;283,71
Castilla y León;Francia;2023T3;292,92
Castilla y León;Francia;2023T2;345,07
Castilla y León;Francia;2023T1;346,49
Castilla y León;Francia;2022T4;238,02
Castilla y León;Francia;2022T3;243,04
Castilla y León;Francia;2022T2;206,55
Castilla y León;Francia;2022T1;200,72
Castilla y León;Francia;2021T4;228,36
Castilla y León;Francia;2021T3;208,25
Castilla y León;Francia;2021T2;164,55
Castilla y León;Francia;2021T1;148,96
Castilla y León;Francia;2020T4;123,15
Castilla y León;Francia;2020T3;154,11
Castilla y León;Francia;2020T2;.
Castilla y León;Francia;2020T1;216,17
Castilla y León;Francia;2019T4;166,59
Castilla y León;Francia;2019T3;166,17
Castilla y León;Francia;2019T2;185,46
Castilla y León;Francia;2019T1;179,99
Castilla y León;Francia;2018T4;192,73
Castilla y León;Francia;2018T3;163,17
Castilla y León;Francia;2018T2;161,93
Castilla y León;Francia;2018T1;175,30
Castilla y León;Irlanda;2025T2;268,30
Castilla y León;Irlanda;2025T1;298,29
Castilla y León;Irlanda;2024T4;250,41
Castilla y León;Irlanda;2024T3;336,64
Castilla y León;Irlanda;2024T2;324,28
Castilla y León;Irlanda;2024T1;279,91
Castilla y León;Irlanda;2023T4;228,93
Castilla y León;Irlanda;2023T3;225,57
Castilla y León;Irlanda;2023T2;275,19
Castilla y León;Irlanda;2023T1;256,43
Castilla y León;Irlanda;2022T4;189,73
Castilla y León;Irlanda;2022T3;182,15
Castilla y León;Irlanda;2022T2;146,65
Castilla y León;Irlanda;2022T1;136,37
Castilla y León;Irlanda;2021T4;171,96
Castilla y León;Irlanda;2021T3;168,91
Castilla y León;Irlanda;2021T2;119,70
Castilla y León;Irlanda;2021T1;109,34
Castilla y León;Irlanda;2020T4;93,77
Castilla y León;Irlanda;2020T3;122,77
Castilla y León;Irlanda;2020T2;.
Castilla y León;Irlanda;2020T1;183,85
Castilla y León;Irlanda;2019T4;148,10
Castilla y León;Irlanda;2019T3;171,12
Castilla y León;Irlanda;2019T2;167,72
Castilla y León;Irlanda;2019T1;149,07
Castilla y León;Irlanda;2018T4;183,49
Castilla y León;Irlanda;2018T3;198,16
Castilla y León;Irlanda;2018T2;186,02
Castilla y León;Irlanda;2018T1;176,36
Castilla y León;Italia;2025T2;154,84
Castilla y León;Italia;2025T1;152,95
Castilla y León;Italia;2024T4;134,02
Castilla y León;Italia;2024T3;222,90
Castilla y León;Italia;2024T2;215,73
Castilla y León;Italia;2024T1;157,65
Castilla y León;Italia;2023T4;143,14
Castilla y León;Italia;2023T3;173,69
Castilla y León;Italia;2023T2;188,14
Castilla y León;Italia;2023T1;164,56
Castilla y León;Italia;2022T4;117,96
Castilla y León;Italia;2022T3;152,63
Castilla y León;Italia;2022T2;116,86
Castilla y León;Italia;2022T1;106,17
Castilla y León;Italia;2021T4;137,65
Castilla y León;Italia;2021T3;155,49
Castilla y León;Italia;2021T2;104,99
Castilla y León;Italia;2021T1;104,24
Castilla y León;Italia;2020T4;106,40
Castilla y León;Italia;2020T3;137,10
Castilla y León;Italia;2020T2;.
Castilla y León;Italia;2020T1;172,16
Castilla y León;Italia;2019T4;142,33
Castilla y León;Italia;2019T3;164,48
Castilla y León;Italia;2019T2;171,04
Castilla y León;Italia;2019T1;156,05
Castilla y León;Italia;2018T4;185,29
Castilla y León;Italia;2018T3;180,50
Castilla y León;Italia;2018T2;170,84
Castilla y León;Italia;2018T1;164,53
Castilla y León;Noruega;2025T2;253,49
Castilla y León;Noruega;2025T1;248,82
Castilla y León;Noruega;2024T4;206,02
Castilla y León;Noruega;2024T3;304,07
Castilla y León;Noruega;2024T2;329,36
Castilla y León;Noruega;2024T1;255,76
Castilla y León;Noruega;2023T4;196,69
Castilla y León;Noruega;2023T3;247,92
Castilla y León;Noruega;2023T2;266,94
Castilla y León;Noruega;2023T1;263,01
Castilla y León;Noruega;2022T4;183,67
Castilla y León;Noruega;2022T3;228,15
Castilla y León;Noruega;2022T2;185,94
Castilla y León;Noruega;2022T1;158,66
Castilla y León;Noruega;2021T4;203,31
Castilla y León;Noruega;2021T3;199,98
Castilla y León;Noruega;2021T2;161,23
Castilla y León;Noruega;2021T1;138,57
Castilla y León;Noruega;2020T4;151,93
Castilla y León;Noruega;2020T3;163,13
Castilla y León;Noruega;2020T2;.
Castilla y León;Noruega;2020T1;181,24
Castilla y León;Noruega;2019T4;167,91
Castilla y León;Noruega;2019T3;185,66
Castilla y León;Noruega;2019T2;222,58
Castilla y León;Noruega;2019T1;161,91
Castilla y León;Noruega;2018T4;202,66
Castilla y León;Noruega;2018T3;210,50
Castilla y León;Noruega;2018T2;209,67
Castilla y León;Noruega;2018T1;174,03
Castilla y León;Países Bajos;2025T2;244,38
Castilla y León;Países Bajos;2025T1;296,04
Castilla y León;Países Bajos;2024T4;227,09
Castilla y León;Países Bajos;2024T3;324,46
Castilla y León;Países Bajos;2024T2;333,77
Castilla y León;Países Bajos;2024T1;282,91
Castilla y León;Países Bajos;2023T4;232,52
Castilla y León;Países Bajos;2023T3;240,60
Castilla y León;Países Bajos;2023T2;301,25
Castilla y León;Países Bajos;2023T1;296,67
Castilla y León;Países Bajos;2022T4;203,71
Castilla y León;Países Bajos;2022T3;202,51
Castilla y León;Países Bajos;2022T2;180,79
Castilla y León;Países Bajos;2022T1;179,79
Castilla y León;Países Bajos;2021T4;208,80
Castilla y León;Países Bajos;2021T3;191,67
Castilla y León;Países Bajos;2021T2;163,37
Castilla y León;Países Bajos;2021T1;150,22
Castilla y León;Países Bajos;2020T4;113,15
Castilla y León;Países Bajos;2020T3;143,69
Castilla y León;Países Bajos;2020T2;.
Castilla y León;Países Bajos;2020T1;194,44
Castilla y León;Países Bajos;2019T4;153,85
Castilla y León;Países Bajos;2019T3;168,53
Castilla y León;Países Bajos;2019T2;196,56
Castilla y León;Países Bajos;2019T1;176,23
Castilla y León;Países Bajos;2018T4;178,74
Castilla y León;Países Bajos;2018T3;174,41
Castilla y León;Países Bajos;2018T2;171,29
Castilla y León;Países Bajos;2018T1;170,77
Castilla y León;Polonia;2025T2;159,65
Castilla y León;Polonia;2025T1;201,99
Castilla y León;Polonia;2024T4;152,25
Castilla y León;Polonia;2024T3;211,96
Castilla y León;Polonia;2024T2;216,91
Castilla y León;Polonia;2024T1;168,00
Castilla y León;Polonia;2023T4;153,57
Castilla y León;Polonia;2023T3;153,40
Castilla y León;Polonia;2023T2;194,22
Castilla y León;Polonia;2023T1;198,26
Castilla y León;Polonia;2022T4;137,13
Castilla y León;Polonia;2022T3;127,45
Castilla y León;Polonia;2022T2;108,69
Castilla y León;Polonia;2022T1;113,46
Castilla y León;Polonia;2021T4;133,06
Castilla y León;Polonia;2021T3;118,49
Castilla y León;Polonia;2021T2;97,40
Castilla y León;Polonia;2021T1;92,90
Castilla y León;Polonia;2020T4;79,99
Castilla y León;Polonia;2020T3;91,70
Castilla y León;Polonia;2020T2;.
Castilla y León;Polonia;2020T1;167,13
Castilla y León;Polonia;2019T4;113,91
Castilla y León;Polonia;2019T3;111,10
Castilla y León;Polonia;2019T2;132,24
Castilla y León;Polonia;2019T1;146,24
Castilla y León;Polonia;2018T4;161,31
Castilla y León;Polonia;2018T3;137,31
Castilla y León;Polonia;2018T2;135,05
Castilla y León;Polonia;2018T1;151,78
Castilla y León;Portugal;2025T2;244,94
Castilla y León;Portugal;2025T1;302,30
Castilla y León;Portugal;2024T4;238,59
Castilla y León;Portugal;2024T3;325,72
Castilla y León;Portugal;2024T2;354,79
Castilla y León;Portugal;2024T1;297,46
Castilla y León;Portugal;2023T4;258,51
Castilla y León;Portugal;2023T3;253,30
Castilla y León;Portugal;2023T2;305,95
Castilla y León;Portugal;2023T1;330,59
Castilla y León;Portugal;2022T4;243,27
Castilla y León;Portugal;2022T3;228,17
Castilla y León;Portugal;2022T2;205,02
Castilla y León;Portugal;2022T1;212,21
Castilla y León;Portugal;2021T4;232,02
Castilla y León;Portugal;2021T3;194,89
Castilla y León;Portugal;2021T2;160,61
Castilla y León;Portugal;2021T1;139,41
Castilla y León;Portugal;2020T4;116,27
Castilla y León;Portugal;2020T3;142,48
Castilla y León;Portugal;2020T2;.
Castilla y León;Portugal;2020T1;217,18
Castilla y León;Portugal;2019T4;154,70
Castilla y León;Portugal;2019T3;153,02
Castilla y León;Portugal;2019T2;168,27
Castilla y León;Portugal;2019T1;174,39
Castilla y León;Portugal;2018T4;179,75
Castilla y León;Portugal;2018T3;155,17
Castilla y León;Portugal;2018T2;146,42
Castilla y León;Portugal;2018T1;165,73
Castilla y León;Reino Unido;2025T2;237,46
Castilla y León;Reino Unido;2025T1;263,58
Castilla y León;Reino Unido;2024T4;214,35
Castilla y León;Reino Unido;2024T3;310,18
Castilla y León;Reino Unido;2024T2;340,64
Castilla y León;Reino Unido;2024T1;259,87
Castilla y León;Reino Unido;2023T4;221,70
Castilla y León;Reino Unido;2023T3;236,92
Castilla y León;Reino Unido;2023T2;301,34
Castilla y León;Reino Unido;2023T1;285,85
Castilla y León;Reino Unido;2022T4;198,00
Castilla y León;Reino Unido;2022T3;203,57
Castilla y León;Reino Unido;2022T2;182,27
Castilla y León;Reino Unido;2022T1;160,18
Castilla y León;Reino Unido;2021T4;194,90
Castilla y León;Reino Unido;2021T3;186,07
Castilla y León;Reino Unido;2021T2;138,42
Castilla y León;Reino Unido;2021T1;118,47
Castilla y León;Reino Unido;2020T4;110,78
Castilla y León;Reino Unido;2020T3;132,45
Castilla y León;Reino Unido;2020T2;.
Castilla y León;Reino Unido;2020T1;195,88
Castilla y León;Reino Unido;2019T4;163,10
Castilla y León;Reino Unido;2019T3;178,24
Castilla y León;Reino Unido;2019T2;193,16
Castilla y León;Reino Unido;2019T1;173,31
Castilla y León;Reino Unido;2018T4;212,83
Castilla y León;Reino Unido;2018T3;204,20
Castilla y León;Reino Unido;2018T2;195,20
Castilla y León;Reino Unido;2018T1;209,49
Castilla y León;Rumanía;2025T2;199,06
Castilla y León;Rumanía;2025T1;242,77
Castilla y León;Rumanía;2024T4;193,70
Castilla y León;Rumanía;2024T3;246,80
Castilla y León;Rumanía;2024T2;256,46
Castilla y León;Rumanía;2024T1;212,84
Castilla y León;Rumanía;2023T4;198,67
Castilla y León;Rumanía;2023T3;200,02
Castilla y León;Rumanía;2023T2;248,38
Castilla y León;Rumanía;2023T1;272,80
Castilla y León;Rumanía;2022T4;192,29
Castilla y León;Rumanía;2022T3;177,44
Castilla y León;Rumanía;2022T2;150,75
Castilla y León;Rumanía;2022T1;160,75
Castilla y León;Rumanía;2021T4;197,40
Castilla y León;Rumanía;2021T3;157,65
Castilla y León;Rumanía;2021T2;122,01
Castilla y León;Rumanía;2021T1;133,32
Castilla y León;Rumanía;2020T4;103,91
Castilla y León;Rumanía;2020T3;121,47
Castilla y León;Rumanía;2020T2;.
Castilla y León;Rumanía;2020T1;202,13
Castilla y León;Rumanía;2019T4;169,03
Castilla y León;Rumanía;2019T3;145,60
Castilla y León;Rumanía;2019T2;151,52
Castilla y León;Rumanía;2019T1;177,07
Castilla y León;Rumanía;2018T4;229,41
Castilla y León;Rumanía;2018T3;199,20
Castilla y León;Rumanía;2018T2;159,76
Castilla y León;Rumanía;2018T1;183,12
Castilla y León;Rusia;2025T2;.
Castilla y León;Rusia;2025T1;.
Castilla y León;Rusia;2024T4;.
Castilla y León;Rusia;2024T3;.
Castilla y León;Rusia;2024T2;.
Castilla y León;Rusia;2024T1;.
Castilla y León;Rusia;2023T4;.
Castilla y León;Rusia;2023T3;.
Castilla y León;Rusia;2023T2;.
Castilla y León;Rusia;2023T1;.
Castilla y León;Rusia;2022T4;.
Castilla y León;Rusia;2022T3;.
Castilla y León;Rusia;2022T2;.
Castilla y León;Rusia;2022T1;184,53
Castilla y León;Rusia;2021T4;154,25
Castilla y León;Rusia;2021T3;149,56
Castilla y León;Rusia;2021T2;112,99
Castilla y León;Rusia;2021T1;113,80
Castilla y León;Rusia;2020T4;111,50
Castilla y León;Rusia;2020T3;153,29
Castilla y León;Rusia;2020T2;.
Castilla y León;Rusia;2020T1;158,77
Castilla y León;Rusia;2019T4;125,06
Castilla y León;Rusia;2019T3;122,24
Castilla y León;Rusia;2019T2;149,99
Castilla y León;Rusia;2019T1;143,68
Castilla y León;Rusia;2018T4;159,24
Castilla y León;Rusia;2018T3;138,40
Castilla y León;Rusia;2018T2;151,66
Castilla y León;Rusia;2018T1;174,03
Castilla y León;Suecia;2025T2;248,82
Castilla y León;Suecia;2025T1;286,88
Castilla y León;Suecia;2024T4;240,53
Castilla y León;Suecia;2024T3;307,10
Castilla y León;Suecia;2024T2;316,03
Castilla y León;Suecia;2024T1;285,18
Castilla y León;Suecia;2023T4;225,24
Castilla y León;Suecia;2023T3;254,17
Castilla y León;Suecia;2023T2;287,56
Castilla y León;Suecia;2023T1;274,08
Castilla y León;Suecia;2022T4;195,21
Castilla y León;Suecia;2022T3;217,64
Castilla y León;Suecia;2022T2;179,80
Castilla y León;Suecia;2022T1;168,40
Castilla y León;Suecia;2021T4;217,76
Castilla y León;Suecia;2021T3;220,20
Castilla y León;Suecia;2021T2;175,57
Castilla y León;Suecia;2021T1;143,53
Castilla y León;Suecia;2020T4;132,65
Castilla y León;Suecia;2020T3;157,93
Castilla y León;Suecia;2020T2;.
Castilla y León;Suecia;2020T1;200,52
Castilla y León;Suecia;2019T4;175,40
Castilla y León;Suecia;2019T3;185,82
Castilla y León;Suecia;2019T2;192,64
Castilla y León;Suecia;2019T1;169,29
Castilla y León;Suecia;2018T4;196,87
Castilla y León;Suecia;2018T3;188,12
Castilla y León;Suecia;2018T2;173,49
