Comunidades y Ciudades Autónomas de destino;País de residencia;Periodo;Total
Cataluña;Corea;2023T4;345,21
Cataluña;Corea;2023T3;317,03
Cataluña;Corea;2023T2;327,14
Cataluña;Corea;2023T1;320,58
Cataluña;Corea;2022T4;338,93
Cataluña;Corea;2022T3;343,92
Cataluña;Corea;2022T2;363,41
Cataluña;Corea;2022T1;276,55
Cataluña;Corea;2021T4;327,51
Cataluña;Corea;2021T3;318,26
Cataluña;Corea;2021T2;260,70
Cataluña;Corea;2021T1;208,93
Cataluña;Corea;2020T4;198,36
Cataluña;Corea;2020T3;263,85
Cataluña;Corea;2020T2;.
Cataluña;Corea;2020T1;312,17
Cataluña;Corea;2019T4;395,65
Cataluña;Corea;2019T3;385,69
Cataluña;Corea;2019T2;388,82
Cataluña;Corea;2019T1;329,35
Cataluña;Corea;2018T4;377,45
Cataluña;Corea;2018T3;366,53
Cataluña;Corea;2018T2;400,65
Cataluña;Corea;2018T1;336,23
Cataluña;Emiratos Árabes Unidos;2025T2;559,76
Cataluña;Emiratos Árabes Unidos;2025T1;505,16
Cataluña;Emiratos Árabes Unidos;2024T4;.
Cataluña;Emiratos Árabes Unidos;2024T3;566,67
Cataluña;Emiratos Árabes Unidos;2024T2;603,75
Cataluña;Emiratos Árabes Unidos;2024T1;.
Cataluña;Emiratos Árabes Unidos;2023T4;585,30
Cataluña;Emiratos Árabes Unidos;2023T3;625,26
Cataluña;Emiratos Árabes Unidos;2023T2;591,06
Cataluña;Emiratos Árabes Unidos;2023T1;645,15
Cataluña;Emiratos Árabes Unidos;2022T4;597,63
Cataluña;Emiratos Árabes Unidos;2022T3;668,39
Cataluña;Emiratos Árabes Unidos;2022T2;636,66
Cataluña;Emiratos Árabes Unidos;2022T1;554,06
Cataluña;Emiratos Árabes Unidos;2021T4;553,02
Cataluña;Emiratos Árabes Unidos;2021T3;555,54
Cataluña;Emiratos Árabes Unidos;2021T2;542,28
Cataluña;Emiratos Árabes Unidos;2021T1;539,14
Cataluña;Emiratos Árabes Unidos;2020T4;342,12
Cataluña;Emiratos Árabes Unidos;2020T3;378,28
Cataluña;Emiratos Árabes Unidos;2020T2;.
Cataluña;Emiratos Árabes Unidos;2020T1;589,84
Cataluña;Emiratos Árabes Unidos;2019T4;623,22
Cataluña;Emiratos Árabes Unidos;2019T3;768,38
Cataluña;Emiratos Árabes Unidos;2019T2;755,32
Cataluña;Emiratos Árabes Unidos;2019T1;716,81
Cataluña;Emiratos Árabes Unidos;2018T4;776,48
Cataluña;Emiratos Árabes Unidos;2018T3;779,67
Cataluña;Emiratos Árabes Unidos;2018T2;783,12
Cataluña;Emiratos Árabes Unidos;2018T1;742,86
Cataluña;Japón;2025T2;.
Cataluña;Japón;2025T1;257,22
Cataluña;Japón;2024T4;286,68
Cataluña;Japón;2024T3;.
Cataluña;Japón;2024T2;.
Cataluña;Japón;2024T1;272,67
Cataluña;Japón;2023T4;305,84
Cataluña;Japón;2023T3;.
Cataluña;Japón;2023T2;.
Cataluña;Japón;2023T1;290,23
Cataluña;Japón;2022T4;.
Cataluña;Japón;2022T3;.
Cataluña;Japón;2022T2;.
Cataluña;Japón;2022T1;232,55
Cataluña;Japón;2021T4;238,82
Cataluña;Japón;2021T3;265,31
Cataluña;Japón;2021T2;210,37
Cataluña;Japón;2021T1;204,51
Cataluña;Japón;2020T4;187,17
Cataluña;Japón;2020T3;233,47
Cataluña;Japón;2020T2;.
Cataluña;Japón;2020T1;275,49
Cataluña;Japón;2019T4;330,48
Cataluña;Japón;2019T3;412,44
Cataluña;Japón;2019T2;378,65
Cataluña;Japón;2019T1;280,52
Cataluña;Japón;2018T4;331,61
Cataluña;Japón;2018T3;370,95
Cataluña;Japón;2018T2;393,91
Cataluña;Japón;2018T1;284,12
Cataluña;Turquía;2025T2;380,47
Cataluña;Turquía;2025T1;335,12
Cataluña;Turquía;2024T4;382,99
Cataluña;Turquía;2024T3;331,01
Cataluña;Turquía;2024T2;410,49
Cataluña;Turquía;2024T1;389,28
Cataluña;Turquía;2023T4;.
Cataluña;Turquía;2023T3;400,89
Cataluña;Turquía;2023T2;425,53
Cataluña;Turquía;2023T1;.
Cataluña;Turquía;2022T4;401,28
Cataluña;Turquía;2022T3;391,56
Cataluña;Turquía;2022T2;368,18
Cataluña;Turquía;2022T1;291,83
Cataluña;Turquía;2021T4;314,80
Cataluña;Turquía;2021T3;314,16
Cataluña;Turquía;2021T2;260,21
Cataluña;Turquía;2021T1;211,65
Cataluña;Turquía;2020T4;191,79
Cataluña;Turquía;2020T3;232,77
Cataluña;Turquía;2020T2;.
Cataluña;Turquía;2020T1;293,38
Cataluña;Turquía;2019T4;317,98
Cataluña;Turquía;2019T3;355,93
Cataluña;Turquía;2019T2;385,78
Cataluña;Turquía;2019T1;323,39
Cataluña;Turquía;2018T4;328,97
Cataluña;Turquía;2018T3;343,21
Cataluña;Turquía;2018T2;368,16
Cataluña;Turquía;2018T1;342,74
Cataluña;Resto del mundo;2025T2;453,69
Cataluña;Resto del mundo;2025T1;439,22
Cataluña;Resto del mundo;2024T4;452,13
Cataluña;Resto del mundo;2024T3;454,14
Cataluña;Resto del mundo;2024T2;503,30
Cataluña;Resto del mundo;2024T1;518,55
Cataluña;Resto del mundo;2023T4;498,87
Cataluña;Resto del mundo;2023T3;516,99
Cataluña;Resto del mundo;2023T2;493,01
Cataluña;Resto del mundo;2023T1;535,28
Cataluña;Resto del mundo;2022T4;501,64
Cataluña;Resto del mundo;2022T3;588,41
Cataluña;Resto del mundo;2022T2;532,06
Cataluña;Resto del mundo;2022T1;484,02
Cataluña;Resto del mundo;2021T4;488,74
Cataluña;Resto del mundo;2021T3;520,19
Cataluña;Resto del mundo;2021T2;435,19
Cataluña;Resto del mundo;2021T1;357,60
Cataluña;Resto del mundo;2020T4;325,01
Cataluña;Resto del mundo;2020T3;401,42
Cataluña;Resto del mundo;2020T2;.
Cataluña;Resto del mundo;2020T1;495,38
Cataluña;Resto del mundo;2019T4;501,40
Cataluña;Resto del mundo;2019T3;600,63
Cataluña;Resto del mundo;2019T2;580,82
Cataluña;Resto del mundo;2019T1;562,12
Cataluña;Resto del mundo;2018T4;561,85
Cataluña;Resto del mundo;2018T3;614,79
Cataluña;Resto del mundo;2018T2;628,21
Cataluña;Resto del mundo;2018T1;593,90
Comunitat Valenciana;Total;2025T2;657,80
Comunitat Valenciana;Total;2025T1;702,80
Comunitat Valenciana;Total;2024T4;709,26
Comunitat Valenciana;Total;2024T3;786,41
Comunitat Valenciana;Total;2024T2;631,64
Comunitat Valenciana;Total;2024T1;735,39
Comunitat Valenciana;Total;2023T4;641,40
Comunitat Valenciana;Total;2023T3;722,84
Comunitat Valenciana;Total;2023T2;569,42
Comunitat Valenciana;Total;2023T1;664,45
Comunitat Valenciana;Total;2022T4;671,81
Comunitat Valenciana;Total;2022T3;727,57
Comunitat Valenciana;Total;2022T2;619,99
Comunitat Valenciana;Total;2022T1;747,19
Comunitat Valenciana;Total;2021T4;677,22
Comunitat Valenciana;Total;2021T3;701,55
Comunitat Valenciana;Total;2021T2;695,72
Comunitat Valenciana;Total;2021T1;875,01
Comunitat Valenciana;Total;2020T4;661,62
Comunitat Valenciana;Total;2020T3;632,43
Comunitat Valenciana;Total;2020T2;.
Comunitat Valenciana;Total;2020T1;579,56
Comunitat Valenciana;Total;2019T4;545,56
Comunitat Valenciana;Total;2019T3;622,68
Comunitat Valenciana;Total;2019T2;485,46
Comunitat Valenciana;Total;2019T1;605,32
Comunitat Valenciana;Total;2018T4;564,71
Comunitat Valenciana;Total;2018T3;580,46
Comunitat Valenciana;Total;2018T2;519,72
Comunitat Valenciana;Total;2018T1;563,99
Comunitat Valenciana;Alemania;2025T2;731,46
Comunitat Valenciana;Alemania;2025T1;822,52
Comunitat Valenciana;Alemania;2024T4;812,83
Comunitat Valenciana;Alemania;2024T3;889,04
Comunitat Valenciana;Alemania;2024T2;735,93
Comunitat Valenciana;Alemania;2024T1;869,63
Comunitat Valenciana;Alemania;2023T4;749,58
Comunitat Valenciana;Alemania;2023T3;842,98
Comunitat Valenciana;Alemania;2023T2;692,88
Comunitat Valenciana;Alemania;2023T1;803,42
Comunitat Valenciana;Alemania;2022T4;790,31
Comunitat Valenciana;Alemania;2022T3;869,99
Comunitat Valenciana;Alemania;2022T2;752,86
Comunitat Valenciana;Alemania;2022T1;875,70
Comunitat Valenciana;Alemania;2021T4;791,28
Comunitat Valenciana;Alemania;2021T3;828,73
Comunitat Valenciana;Alemania;2021T2;831,30
Comunitat Valenciana;Alemania;2021T1;1.088,82
Comunitat Valenciana;Alemania;2020T4;823,54
Comunitat Valenciana;Alemania;2020T3;789,25
Comunitat Valenciana;Alemania;2020T2;.
Comunitat Valenciana;Alemania;2020T1;767,33
Comunitat Valenciana;Alemania;2019T4;674,20
Comunitat Valenciana;Alemania;2019T3;788,51
Comunitat Valenciana;Alemania;2019T2;615,72
Comunitat Valenciana;Alemania;2019T1;754,62
Comunitat Valenciana;Alemania;2018T4;670,41
Comunitat Valenciana;Alemania;2018T3;714,63
Comunitat Valenciana;Alemania;2018T2;617,82
Comunitat Valenciana;Alemania;2018T1;673,58
Comunitat Valenciana;Andorra;2025T2;862,43
Comunitat Valenciana;Andorra;2025T1;.
Comunitat Valenciana;Andorra;2024T4;.
Comunitat Valenciana;Andorra;2024T3;1.033,63
Comunitat Valenciana;Andorra;2024T2;787,39
Comunitat Valenciana;Andorra;2024T1;.
Comunitat Valenciana;Andorra;2023T4;832,00
Comunitat Valenciana;Andorra;2023T3;927,65
Comunitat Valenciana;Andorra;2023T2;708,37
Comunitat Valenciana;Andorra;2023T1;838,86
Comunitat Valenciana;Andorra;2022T4;1.057,94
Comunitat Valenciana;Andorra;2022T3;938,42
Comunitat Valenciana;Andorra;2022T2;797,42
Comunitat Valenciana;Andorra;2022T1;830,38
Comunitat Valenciana;Andorra;2021T4;819,84
Comunitat Valenciana;Andorra;2021T3;801,37
Comunitat Valenciana;Andorra;2021T2;651,86
Comunitat Valenciana;Andorra;2021T1;956,63
Comunitat Valenciana;Andorra;2020T4;688,11
Comunitat Valenciana;Andorra;2020T3;633,98
Comunitat Valenciana;Andorra;2020T2;.
Comunitat Valenciana;Andorra;2020T1;683,45
Comunitat Valenciana;Andorra;2019T4;530,98
Comunitat Valenciana;Andorra;2019T3;636,09
Comunitat Valenciana;Andorra;2019T2;419,97
Comunitat Valenciana;Andorra;2019T1;547,60
Comunitat Valenciana;Andorra;2018T4;511,76
Comunitat Valenciana;Andorra;2018T3;526,39
Comunitat Valenciana;Andorra;2018T2;447,56
Comunitat Valenciana;Andorra;2018T1;497,03
Comunitat Valenciana;Austria;2025T2;605,39
Comunitat Valenciana;Austria;2025T1;655,98
Comunitat Valenciana;Austria;2024T4;695,27
Comunitat Valenciana;Austria;2024T3;704,04
Comunitat Valenciana;Austria;2024T2;596,69
Comunitat Valenciana;Austria;2024T1;715,45
Comunitat Valenciana;Austria;2023T4;635,55
Comunitat Valenciana;Austria;2023T3;666,89
Comunitat Valenciana;Austria;2023T2;563,17
Comunitat Valenciana;Austria;2023T1;684,88
Comunitat Valenciana;Austria;2022T4;672,59
Comunitat Valenciana;Austria;2022T3;680,39
Comunitat Valenciana;Austria;2022T2;606,92
Comunitat Valenciana;Austria;2022T1;665,24
Comunitat Valenciana;Austria;2021T4;664,19
Comunitat Valenciana;Austria;2021T3;640,56
Comunitat Valenciana;Austria;2021T2;634,80
Comunitat Valenciana;Austria;2021T1;873,61
Comunitat Valenciana;Austria;2020T4;714,90
Comunitat Valenciana;Austria;2020T3;658,38
Comunitat Valenciana;Austria;2020T2;.
Comunitat Valenciana;Austria;2020T1;614,72
Comunitat Valenciana;Austria;2019T4;598,10
Comunitat Valenciana;Austria;2019T3;680,80
Comunitat Valenciana;Austria;2019T2;539,95
Comunitat Valenciana;Austria;2019T1;642,80
Comunitat Valenciana;Austria;2018T4;643,13
Comunitat Valenciana;Austria;2018T3;653,13
Comunitat Valenciana;Austria;2018T2;571,65
Comunitat Valenciana;Austria;2018T1;632,15
Comunitat Valenciana;Bélgica;2025T2;879,08
Comunitat Valenciana;Bélgica;2025T1;880,81
Comunitat Valenciana;Bélgica;2024T4;895,62
Comunitat Valenciana;Bélgica;2024T3;962,46
Comunitat Valenciana;Bélgica;2024T2;821,84
Comunitat Valenciana;Bélgica;2024T1;912,76
Comunitat Valenciana;Bélgica;2023T4;788,56
Comunitat Valenciana;Bélgica;2023T3;866,20
Comunitat Valenciana;Bélgica;2023T2;718,65
Comunitat Valenciana;Bélgica;2023T1;781,65
Comunitat Valenciana;Bélgica;2022T4;785,59
Comunitat Valenciana;Bélgica;2022T3;811,42
Comunitat Valenciana;Bélgica;2022T2;728,28
Comunitat Valenciana;Bélgica;2022T1;816,96
Comunitat Valenciana;Bélgica;2021T4;746,72
Comunitat Valenciana;Bélgica;2021T3;735,17
Comunitat Valenciana;Bélgica;2021T2;775,18
Comunitat Valenciana;Bélgica;2021T1;925,78
Comunitat Valenciana;Bélgica;2020T4;705,22
Comunitat Valenciana;Bélgica;2020T3;655,59
Comunitat Valenciana;Bélgica;2020T2;.
Comunitat Valenciana;Bélgica;2020T1;635,26
Comunitat Valenciana;Bélgica;2019T4;600,98
Comunitat Valenciana;Bélgica;2019T3;652,63
Comunitat Valenciana;Bélgica;2019T2;530,76
Comunitat Valenciana;Bélgica;2019T1;639,11
Comunitat Valenciana;Bélgica;2018T4;584,67
Comunitat Valenciana;Bélgica;2018T3;570,42
Comunitat Valenciana;Bélgica;2018T2;528,86
Comunitat Valenciana;Bélgica;2018T1;565,36
Comunitat Valenciana;Dinamarca;2025T2;665,03
Comunitat Valenciana;Dinamarca;2025T1;661,64
Comunitat Valenciana;Dinamarca;2024T4;660,99
Comunitat Valenciana;Dinamarca;2024T3;761,07
Comunitat Valenciana;Dinamarca;2024T2;601,88
Comunitat Valenciana;Dinamarca;2024T1;716,90
Comunitat Valenciana;Dinamarca;2023T4;592,77
Comunitat Valenciana;Dinamarca;2023T3;684,82
Comunitat Valenciana;Dinamarca;2023T2;529,21
Comunitat Valenciana;Dinamarca;2023T1;614,71
Comunitat Valenciana;Dinamarca;2022T4;589,03
Comunitat Valenciana;Dinamarca;2022T3;681,84
Comunitat Valenciana;Dinamarca;2022T2;576,85
Comunitat Valenciana;Dinamarca;2022T1;660,96
Comunitat Valenciana;Dinamarca;2021T4;620,55
Comunitat Valenciana;Dinamarca;2021T3;653,19
Comunitat Valenciana;Dinamarca;2021T2;621,52
Comunitat Valenciana;Dinamarca;2021T1;679,28
Comunitat Valenciana;Dinamarca;2020T4;534,52
Comunitat Valenciana;Dinamarca;2020T3;537,60
Comunitat Valenciana;Dinamarca;2020T2;.
Comunitat Valenciana;Dinamarca;2020T1;466,52
Comunitat Valenciana;Dinamarca;2019T4;437,11
Comunitat Valenciana;Dinamarca;2019T3;515,53
Comunitat Valenciana;Dinamarca;2019T2;380,30
Comunitat Valenciana;Dinamarca;2019T1;457,91
Comunitat Valenciana;Dinamarca;2018T4;417,64
Comunitat Valenciana;Dinamarca;2018T3;455,36
Comunitat Valenciana;Dinamarca;2018T2;380,26
Comunitat Valenciana;Dinamarca;2018T1;407,00
Comunitat Valenciana;Finlandia;2025T2;512,25
Comunitat Valenciana;Finlandia;2025T1;556,59
Comunitat Valenciana;Finlandia;2024T4;570,92
Comunitat Valenciana;Finlandia;2024T3;577,88
Comunitat Valenciana;Finlandia;2024T2;475,20
Comunitat Valenciana;Finlandia;2024T1;575,59
Comunitat Valenciana;Finlandia;2023T4;504,50
Comunitat Valenciana;Finlandia;2023T3;546,21
Comunitat Valenciana;Finlandia;2023T2;433,87
Comunitat Valenciana;Finlandia;2023T1;503,96
Comunitat Valenciana;Finlandia;2022T4;508,58
Comunitat Valenciana;Finlandia;2022T3;515,92
Comunitat Valenciana;Finlandia;2022T2;435,36
Comunitat Valenciana;Finlandia;2022T1;556,84
Comunitat Valenciana;Finlandia;2021T4;502,82
Comunitat Valenciana;Finlandia;2021T3;514,93
Comunitat Valenciana;Finlandia;2021T2;519,49
Comunitat Valenciana;Finlandia;2021T1;636,92
Comunitat Valenciana;Finlandia;2020T4;474,34
Comunitat Valenciana;Finlandia;2020T3;469,96
Comunitat Valenciana;Finlandia;2020T2;.
Comunitat Valenciana;Finlandia;2020T1;402,71
Comunitat Valenciana;Finlandia;2019T4;389,29
Comunitat Valenciana;Finlandia;2019T3;429,40
Comunitat Valenciana;Finlandia;2019T2;326,11
Comunitat Valenciana;Finlandia;2019T1;394,67
Comunitat Valenciana;Finlandia;2018T4;383,81
Comunitat Valenciana;Finlandia;2018T3;388,58
Comunitat Valenciana;Finlandia;2018T2;340,20
Comunitat Valenciana;Finlandia;2018T1;385,57
Comunitat Valenciana;Francia;2025T2;681,96
Comunitat Valenciana;Francia;2025T1;727,10
Comunitat Valenciana;Francia;2024T4;733,99
Comunitat Valenciana;Francia;2024T3;869,59
Comunitat Valenciana;Francia;2024T2;641,83
Comunitat Valenciana;Francia;2024T1;740,77
Comunitat Valenciana;Francia;2023T4;659,18
Comunitat Valenciana;Francia;2023T3;775,27
Comunitat Valenciana;Francia;2023T2;567,90
Comunitat Valenciana;Francia;2023T1;652,34
Comunitat Valenciana;Francia;2022T4;661,75
Comunitat Valenciana;Francia;2022T3;752,65
Comunitat Valenciana;Francia;2022T2;595,35
Comunitat Valenciana;Francia;2022T1;678,71
Comunitat Valenciana;Francia;2021T4;630,65
Comunitat Valenciana;Francia;2021T3;663,76
Comunitat Valenciana;Francia;2021T2;587,23
Comunitat Valenciana;Francia;2021T1;732,76
Comunitat Valenciana;Francia;2020T4;549,66
Comunitat Valenciana;Francia;2020T3;571,30
Comunitat Valenciana;Francia;2020T2;.
Comunitat Valenciana;Francia;2020T1;500,06
Comunitat Valenciana;Francia;2019T4;460,14
Comunitat Valenciana;Francia;2019T3;543,79
Comunitat Valenciana;Francia;2019T2;396,07
Comunitat Valenciana;Francia;2019T1;478,22
Comunitat Valenciana;Francia;2018T4;441,56
Comunitat Valenciana;Francia;2018T3;468,09
Comunitat Valenciana;Francia;2018T2;387,71
Comunitat Valenciana;Francia;2018T1;418,03
Comunitat Valenciana;Irlanda;2025T2;639,27
Comunitat Valenciana;Irlanda;2025T1;693,47
Comunitat Valenciana;Irlanda;2024T4;687,48
Comunitat Valenciana;Irlanda;2024T3;730,49
Comunitat Valenciana;Irlanda;2024T2;602,85
Comunitat Valenciana;Irlanda;2024T1;702,45
Comunitat Valenciana;Irlanda;2023T4;588,58
Comunitat Valenciana;Irlanda;2023T3;624,71
Comunitat Valenciana;Irlanda;2023T2;501,65
Comunitat Valenciana;Irlanda;2023T1;578,64
Comunitat Valenciana;Irlanda;2022T4;574,85
Comunitat Valenciana;Irlanda;2022T3;605,22
Comunitat Valenciana;Irlanda;2022T2;538,92
Comunitat Valenciana;Irlanda;2022T1;626,77
Comunitat Valenciana;Irlanda;2021T4;592,06
Comunitat Valenciana;Irlanda;2021T3;582,62
Comunitat Valenciana;Irlanda;2021T2;544,94
Comunitat Valenciana;Irlanda;2021T1;732,02
Comunitat Valenciana;Irlanda;2020T4;572,79
Comunitat Valenciana;Irlanda;2020T3;569,36
Comunitat Valenciana;Irlanda;2020T2;.
Comunitat Valenciana;Irlanda;2020T1;542,78
Comunitat Valenciana;Irlanda;2019T4;567,08
Comunitat Valenciana;Irlanda;2019T3;700,74
Comunitat Valenciana;Irlanda;2019T2;521,34
Comunitat Valenciana;Irlanda;2019T1;617,93
Comunitat Valenciana;Irlanda;2018T4;606,96
Comunitat Valenciana;Irlanda;2018T3;691,62
Comunitat Valenciana;Irlanda;2018T2;600,41
Comunitat Valenciana;Irlanda;2018T1;620,81
Comunitat Valenciana;Italia;2025T2;445,86
Comunitat Valenciana;Italia;2025T1;443,50
Comunitat Valenciana;Italia;2024T4;451,83
Comunitat Valenciana;Italia;2024T3;515,95
Comunitat Valenciana;Italia;2024T2;434,67
Comunitat Valenciana;Italia;2024T1;481,31
Comunitat Valenciana;Italia;2023T4;424,12
Comunitat Valenciana;Italia;2023T3;491,07
Comunitat Valenciana;Italia;2023T2;401,30
Comunitat Valenciana;Italia;2023T1;443,00
Comunitat Valenciana;Italia;2022T4;444,36
Comunitat Valenciana;Italia;2022T3;524,34
Comunitat Valenciana;Italia;2022T2;426,69
Comunitat Valenciana;Italia;2022T1;469,57
Comunitat Valenciana;Italia;2021T4;445,45
Comunitat Valenciana;Italia;2021T3;491,86
Comunitat Valenciana;Italia;2021T2;435,77
Comunitat Valenciana;Italia;2021T1;586,40
Comunitat Valenciana;Italia;2020T4;441,07
Comunitat Valenciana;Italia;2020T3;485,85
Comunitat Valenciana;Italia;2020T2;.
Comunitat Valenciana;Italia;2020T1;417,75
Comunitat Valenciana;Italia;2019T4;394,64
Comunitat Valenciana;Italia;2019T3;515,87
Comunitat Valenciana;Italia;2019T2;369,79
Comunitat Valenciana;Italia;2019T1;443,41
Comunitat Valenciana;Italia;2018T4;446,54
Comunitat Valenciana;Italia;2018T3;516,17
Comunitat Valenciana;Italia;2018T2;417,87
Comunitat Valenciana;Italia;2018T1;430,54
Comunitat Valenciana;Noruega;2025T2;731,21
Comunitat Valenciana;Noruega;2025T1;778,02
Comunitat Valenciana;Noruega;2024T4;759,08
Comunitat Valenciana;Noruega;2024T3;817,55
Comunitat Valenciana;Noruega;2024T2;698,86
Comunitat Valenciana;Noruega;2024T1;806,80
Comunitat Valenciana;Noruega;2023T4;688,00
Comunitat Valenciana;Noruega;2023T3;743,28
Comunitat Valenciana;Noruega;2023T2;612,19
Comunitat Valenciana;Noruega;2023T1;722,28
Comunitat Valenciana;Noruega;2022T4;701,49
Comunitat Valenciana;Noruega;2022T3;736,97
Comunitat Valenciana;Noruega;2022T2;661,71
Comunitat Valenciana;Noruega;2022T1;799,30
Comunitat Valenciana;Noruega;2021T4;746,92
Comunitat Valenciana;Noruega;2021T3;829,42
Comunitat Valenciana;Noruega;2021T2;827,70
Comunitat Valenciana;Noruega;2021T1;940,64
Comunitat Valenciana;Noruega;2020T4;717,79
Comunitat Valenciana;Noruega;2020T3;704,82
Comunitat Valenciana;Noruega;2020T2;.
Comunitat Valenciana;Noruega;2020T1;593,28
Comunitat Valenciana;Noruega;2019T4;551,45
Comunitat Valenciana;Noruega;2019T3;597,06
Comunitat Valenciana;Noruega;2019T2;485,77
Comunitat Valenciana;Noruega;2019T1;632,01
Comunitat Valenciana;Noruega;2018T4;550,85
Comunitat Valenciana;Noruega;2018T3;538,78
Comunitat Valenciana;Noruega;2018T2;499,37
Comunitat Valenciana;Noruega;2018T1;566,36
Comunitat Valenciana;Países Bajos;2025T2;721,34
Comunitat Valenciana;Países Bajos;2025T1;739,76
Comunitat Valenciana;Países Bajos;2024T4;745,51
Comunitat Valenciana;Países Bajos;2024T3;805,66
Comunitat Valenciana;Países Bajos;2024T2;659,03
Comunitat Valenciana;Países Bajos;2024T1;744,89
Comunitat Valenciana;Países Bajos;2023T4;640,58
Comunitat Valenciana;Países Bajos;2023T3;699,93
Comunitat Valenciana;Países Bajos;2023T2;561,97
Comunitat Valenciana;Países Bajos;2023T1;630,61
Comunitat Valenciana;Países Bajos;2022T4;630,31
Comunitat Valenciana;Países Bajos;2022T3;662,15
Comunitat Valenciana;Países Bajos;2022T2;569,61
Comunitat Valenciana;Países Bajos;2022T1;656,30
Comunitat Valenciana;Países Bajos;2021T4;601,55
Comunitat Valenciana;Países Bajos;2021T3;611,44
Comunitat Valenciana;Países Bajos;2021T2;693,72
Comunitat Valenciana;Países Bajos;2021T1;844,22
Comunitat Valenciana;Países Bajos;2020T4;627,46
Comunitat Valenciana;Países Bajos;2020T3;556,75
Comunitat Valenciana;Países Bajos;2020T2;.
Comunitat Valenciana;Países Bajos;2020T1;501,48
Comunitat Valenciana;Países Bajos;2019T4;476,42
Comunitat Valenciana;Países Bajos;2019T3;540,40
Comunitat Valenciana;Países Bajos;2019T2;422,02
Comunitat Valenciana;Países Bajos;2019T1;530,13
Comunitat Valenciana;Países Bajos;2018T4;493,92
Comunitat Valenciana;Países Bajos;2018T3;500,55
Comunitat Valenciana;Países Bajos;2018T2;450,90
Comunitat Valenciana;Países Bajos;2018T1;489,26
Comunitat Valenciana;Polonia;2025T2;503,40
Comunitat Valenciana;Polonia;2025T1;501,47
Comunitat Valenciana;Polonia;2024T4;516,55
Comunitat Valenciana;Polonia;2024T3;587,84
Comunitat Valenciana;Polonia;2024T2;473,77
Comunitat Valenciana;Polonia;2024T1;490,47
Comunitat Valenciana;Polonia;2023T4;424,74
Comunitat Valenciana;Polonia;2023T3;535,82
Comunitat Valenciana;Polonia;2023T2;417,84
Comunitat Valenciana;Polonia;2023T1;449,77
Comunitat Valenciana;Polonia;2022T4;462,32
Comunitat Valenciana;Polonia;2022T3;527,31
Comunitat Valenciana;Polonia;2022T2;448,01
Comunitat Valenciana;Polonia;2022T1;466,71
Comunitat Valenciana;Polonia;2021T4;442,45
Comunitat Valenciana;Polonia;2021T3;440,01
Comunitat Valenciana;Polonia;2021T2;468,59
Comunitat Valenciana;Polonia;2021T1;554,65
Comunitat Valenciana;Polonia;2020T4;428,96
Comunitat Valenciana;Polonia;2020T3;424,33
Comunitat Valenciana;Polonia;2020T2;.
Comunitat Valenciana;Polonia;2020T1;349,42
Comunitat Valenciana;Polonia;2019T4;321,83
Comunitat Valenciana;Polonia;2019T3;418,68
Comunitat Valenciana;Polonia;2019T2;325,46
Comunitat Valenciana;Polonia;2019T1;365,88
Comunitat Valenciana;Polonia;2018T4;343,51
Comunitat Valenciana;Polonia;2018T3;404,91
Comunitat Valenciana;Polonia;2018T2;357,66
Comunitat Valenciana;Polonia;2018T1;353,74
Comunitat Valenciana;Portugal;2025T2;523,50
Comunitat Valenciana;Portugal;2025T1;552,54
Comunitat Valenciana;Portugal;2024T4;564,39
Comunitat Valenciana;Portugal;2024T3;800,19
Comunitat Valenciana;Portugal;2024T2;518,36
Comunitat Valenciana;Portugal;2024T1;594,53
Comunitat Valenciana;Portugal;2023T4;511,09
Comunitat Valenciana;Portugal;2023T3;736,48
Comunitat Valenciana;Portugal;2023T2;464,42
Comunitat Valenciana;Portugal;2023T1;523,02
Comunitat Valenciana;Portugal;2022T4;525,62
Comunitat Valenciana;Portugal;2022T3;755,00
Comunitat Valenciana;Portugal;2022T2;515,95
Comunitat Valenciana;Portugal;2022T1;556,30
Comunitat Valenciana;Portugal;2021T4;530,47
Comunitat Valenciana;Portugal;2021T3;683,64
Comunitat Valenciana;Portugal;2021T2;538,77
Comunitat Valenciana;Portugal;2021T1;648,51
Comunitat Valenciana;Portugal;2020T4;546,70
Comunitat Valenciana;Portugal;2020T3;564,49
Comunitat Valenciana;Portugal;2020T2;.
Comunitat Valenciana;Portugal;2020T1;400,58
Comunitat Valenciana;Portugal;2019T4;380,12
Comunitat Valenciana;Portugal;2019T3;590,45
Comunitat Valenciana;Portugal;2019T2;351,83
Comunitat Valenciana;Portugal;2019T1;440,76
Comunitat Valenciana;Portugal;2018T4;412,60
Comunitat Valenciana;Portugal;2018T3;546,43
Comunitat Valenciana;Portugal;2018T2;357,65
Comunitat Valenciana;Portugal;2018T1;395,93
Comunitat Valenciana;Reino Unido;2025T2;592,61
Comunitat Valenciana;Reino Unido;2025T1;663,41
Comunitat Valenciana;Reino Unido;2024T4;661,49
Comunitat Valenciana;Reino Unido;2024T3;719,12
Comunitat Valenciana;Reino Unido;2024T2;581,20
Comunitat Valenciana;Reino Unido;2024T1;701,89
Comunitat Valenciana;Reino Unido;2023T4;610,05
Comunitat Valenciana;Reino Unido;2023T3;666,95
Comunitat Valenciana;Reino Unido;2023T2;529,34
Comunitat Valenciana;Reino Unido;2023T1;648,90
